START DATE,START TIME,START TIME ET,SUBJECT,LOCATION,DESCRIPTION,END DATE,END DATE ET,END TIME,END TIME ET,REMINDER OFF,REMINDER ON,REMINDER DATE,REMINDER TIME,REMINDER TIME ET,SHOWTIMEAS FREE,SHOWTIMEAS BUSY
04/11/19,06:45 PM,09:45 PM,Rockies at Giants,Oracle Park - San Francisco,"Local TV: NBCS BA ----- Local Radio: KNBR 680- KXZM 93.7",04/11/19,04/12/19,09:45 PM,12:45 AM,FALSE,TRUE,04/11/19,05:45 PM,08:45 PM,FREE,BUSY
04/12/19,07:15 PM,10:15 PM,Rockies at Giants,Oracle Park - San Francisco,"Local TV: NBCS BA ----- Local Radio: KNBR 680- KXZM 93.7",04/12/19,04/13/19,10:15 PM,01:15 AM,FALSE,TRUE,04/12/19,06:15 PM,09:15 PM,FREE,BUSY
04/13/19,01:05 PM,04:05 PM,Rockies at Giants,Oracle Park - San Francisco,"Local TV: NBCS BA- FS1 ----- Local Radio: KNBR 680- KXZM 93.7",04/13/19,04/13/19,04:05 PM,07:05 PM,FALSE,TRUE,04/13/19,12:05 PM,03:05 PM,FREE,BUSY
04/14/19,01:05 PM,04:05 PM,Rockies at Giants,Oracle Park - San Francisco,"Local TV: NBCS BA ----- Local Radio: KNBR 680- KXZM 93.7",04/14/19,04/14/19,04:05 PM,07:05 PM,FALSE,TRUE,04/14/19,12:05 PM,03:05 PM,FREE,BUSY
04/16/19,04:05 PM,07:05 PM,Giants at Nationals,Nationals Park - Washington,"Local TV: NBCS BA ----- Local Radio: KNBR 680",04/16/19,04/16/19,07:05 PM,10:05 PM,FALSE,TRUE,04/16/19,03:05 PM,06:05 PM,FREE,BUSY
04/17/19,04:05 PM,07:05 PM,Giants at Nationals,Nationals Park - Washington,"Local TV: NBCS BA ----- Local Radio: KNBR 680",04/17/19,04/17/19,07:05 PM,10:05 PM,FALSE,TRUE,04/17/19,03:05 PM,06:05 PM,FREE,BUSY
04/18/19,10:05 AM,01:05 PM,Giants at Nationals,Nationals Park - Washington,"Local TV: NBCS BA- MLBN (out-of-market only) ----- Local Radio: KNBR 680",04/18/19,04/18/19,01:05 PM,04:05 PM,FALSE,TRUE,04/18/19,09:05 AM,12:05 PM,FREE,BUSY
04/19/19,04:05 PM,07:05 PM,Giants at Pirates,PNC Park - Pittsburgh,"Local TV: NBC Bay Area ----- Local Radio: KNBR 680",04/19/19,04/19/19,07:05 PM,10:05 PM,FALSE,TRUE,04/19/19,03:05 PM,06:05 PM,FREE,BUSY
04/20/19,01:05 PM,04:05 PM,Giants at Pirates,PNC Park - Pittsburgh,"Local TV: NBCS BA- FS1 ----- Local Radio: KNBR 680",04/20/19,04/20/19,04:05 PM,07:05 PM,FALSE,TRUE,04/20/19,12:05 PM,03:05 PM,FREE,BUSY
04/21/19,10:35 AM,01:35 PM,Giants at Pirates,PNC Park - Pittsburgh,"Local TV: NBCS BA ----- Local Radio: KNBR 680",04/21/19,04/21/19,01:35 PM,04:35 PM,FALSE,TRUE,04/21/19,09:35 AM,12:35 PM,FREE,BUSY
04/23/19,04:07 PM,07:07 PM,Giants at Blue Jays,Rogers Centre - Toronto,"Local TV: NBCS BA ----- Local Radio: KNBR 680- KXZM 93.7",04/23/19,04/23/19,07:07 PM,10:07 PM,FALSE,TRUE,04/23/19,03:07 PM,06:07 PM,FREE,BUSY
04/24/19,01:07 PM,04:07 PM,Giants at Blue Jays,Rogers Centre - Toronto,"Local TV: NBCS BA ----- Local Radio: KNBR 680- KXZM 93.7",04/24/19,04/24/19,04:07 PM,07:07 PM,FALSE,TRUE,04/24/19,12:07 PM,03:07 PM,FREE,BUSY
04/26/19,07:15 PM,10:15 PM,Yankees at Giants,Oracle Park - San Francisco,"Local TV: NBC Bay Area ----- Local Radio: KNBR 680- KXZM 93.7",04/26/19,04/27/19,10:15 PM,01:15 AM,FALSE,TRUE,04/26/19,06:15 PM,09:15 PM,FREE,BUSY
04/27/19,01:05 PM,04:05 PM,Yankees at Giants,Oracle Park - San Francisco,"Local TV: NBCS BA ----- Local Radio: KNBR 680- KXZM 93.7",04/27/19,04/27/19,04:05 PM,07:05 PM,FALSE,TRUE,04/27/19,12:05 PM,03:05 PM,FREE,BUSY
04/28/19,01:05 PM,04:05 PM,Yankees at Giants,Oracle Park - San Francisco,"Local TV: NBCS BA ----- Local Radio: KNBR 680- KXZM 93.7",04/28/19,04/28/19,04:05 PM,07:05 PM,FALSE,TRUE,04/28/19,12:05 PM,03:05 PM,FREE,BUSY
04/29/19,06:45 PM,09:45 PM,Dodgers at Giants,Oracle Park - San Francisco,"Local TV: NBCS BA ----- Local Radio: KNBR 680- KXZM 93.7",04/29/19,04/30/19,09:45 PM,12:45 AM,FALSE,TRUE,04/29/19,05:45 PM,08:45 PM,FREE,BUSY
